#Symbol	HUGOID	Name	#Occur	#Paper	MatchString	PMIDs
SEPX1	14133	selenoprotein X, 1	1	1	methionine sulfoxide reductase | 	17191135,
SERPINA3	16	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	5	1	antichymotrypsin | 	11173059,
SERPINA5	8723	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	1	1	protein c inhibitor | 	15081582,
SETD2	18420	SET domain containing 2	10	2	hif 1 | 	16104843,17582695,
SIRT1	14929	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	1	1	sirtuin 1 | 	18464922,
SLC1A2	10940	solute carrier family 1 (glial high affinity glutamate transporter), member 2	19	6	excitatory amino acid transporter 2 | glt 1 | glt1 | 	15210305,15572176,16179515,17008387,17015226,18464925,
SLC6A3	11049	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	1	1	dopamine transporter | 	11173059,
SLC6A4	11050	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	1	1	serotonin transporter | 	11173059,
SOCS1	19383	suppressor of cytokine signaling 1	16	5	suppressor of cytokine signaling 1 | socs 1 | 	16120782,16753239,17555556,17569578,18464922,
SOCS3	19391	suppressor of cytokine signaling 3	7	2	socs 3 | 	16120782,17555556,
SOD1	11179	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	71	42	superoxide dismutase | superoxide dismutase 1 | superoxide dismutase1 | 	8605177,10417811,10525172,11173059,11220737,11796754,12060810,12124437,12194501,12270689,12387699,12528305,12843244,14511332,14597108,14960605,15081582,15210305,15572176,15649489,15657392,15691215,16120782,16425674,16436205,16510725,16624536,16647138,16753239,16877542,16892030,17008387,17015226,17034351,17191135,17214440,17555556,17853944,17997855,18312546,18436268,18513389,
SOD2	11180	superoxide dismutase 2, mitochondrial	5	3	manganese superoxide dismutase | mn sod | 	8605177,17191135,18513389,
SPHK1	11240	sphingosine kinase 1	1	1	sphingosine kinase 1 | 	18422522,
SRF	11291	serum response factor (c-fos serum response element-binding transcription factor)	1	1	serum response factor | 	16104843,
SST	11329	somatostatin	1	1	somatostatin | 	11173059,
STAT3	11364	signal transducer and activator of transcription 3 (acute-phase response factor)	1	1	stat3 | 	16753239,
TAL1	11556	T-cell acute lymphocytic leukemia 1	1	1	tal 1 | 	15210305,
TBXAS1	11609	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	17	2	cytochrome p450 | 	16647138,18513389,
TF	11740	transferrin	1	1	transferrin | 	17418957,
TFAM	11741	transcription factor A, mitochondrial	1	1	mitochondrial transcription factor a | 	18464922,
TFAP2A	11742	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	3	2	ap 2 | 	16647138,17191135,
TGFA	11765	transforming growth factor, alpha	5	4	transforming growth factor | 	11173059,15453089,16647138,18040778,
TGFB1	11766	transforming growth factor, beta 1	1	1	transforming growth factor beta | 	17018025,
TGFB3	11769	transforming growth factor, beta 3	1	1	tgf beta3 | 	16510725,
TGM2	11778	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	1	1	transglutaminase 2 | 	15507874,
TH	11782	tyrosine hydroxylase	13	8	tyrosine hydroxylase | tyrosine 3 monooxygenase | 	10525172,11173059,15649489,16014720,16737688,16753239,17569578,18464922,
TJP1	11827	tight junction protein 1 (zona occludens 1)	2	1	zo 1 | tight junction protein zo 1 | 	15799549,
TLR2	11848	toll-like receptor 2	7	4	toll like receptor 2 | 	14960605,16624536,17582695,17997855,
TMSB4X	11881	thymosin beta 4, X-linked	2	1	thymosin beta 4 | prothymosin beta 4 | 	15210305,
TNF	11892	tumor necrosis factor (TNF superfamily, member 2)	161	31	tumor necrosis factor | tnf alpha | tumor necrosis factor alpha | 	11173059,11796754,11847479,12124437,14960605,15081582,15649489,15657392,15681814,16380619,16436205,16510725,16647138,16909005,17008387,17015226,17018025,17034351,17350694,17418957,17569578,17582695,17908040,18040778,18246426,18375019,18414597,18422522,18436268,18464922,18513389,
TNFRSF10B	11905	tumor necrosis factor receptor superfamily, member 10b	2	2	death receptor 5 | 	15668976,17969353,
TSHB	12372	thyroid stimulating hormone, beta	1	1	thyroid stimulating hormone | 	16104843,
TUBA1B	18809	tubulin, alpha 1b	3	2	alpha tubulin | 	14960605,15657392,
TXN	12435	thioredoxin	13	2	thioredoxin | 	15210305,17191135,
UCHL1	12513	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	1	1	uch l1 | 	11173059,
UCP1	12517	uncoupling protein 1 (mitochondrial, proton carrier)	1	1	uncoupling protein 1 | 	18464922,
UCP2	12518	uncoupling protein 2 (mitochondrial, proton carrier)	1	1	uncoupling protein 2 | 	17569578,
VASH1	19964	vasohibin 1	1	1	vasohibin | 	16104843,
VEGFA	12680	vascular endothelial growth factor A	89	7	vascular endothelial growth factor | vegf a | vascular permeability factor | vascular endothelial growth factor a | 	15691215,16104843,16380619,16533145,17015226,17127558,17582695,
VIP	12693	vasoactive intestinal peptide	2	1	vasoactive intestinal peptide | 	17582695,
VIPR1	12694	vasoactive intestinal peptide receptor 1	1	1	vip receptor | 	17582695,
XDH	12805	xanthine dehydrogenase	1	1	xanthine oxidase | 	14739060,
